whiskey_name,brand,type,age,abv,region,cask_type,bottling_type,retail_price_usd,is_limited_edition,release_year,average_rating,award_wins,rating_category,category
Highland Park 21 Bourbon Cask,Highland Park,Japanese,21,53.1,Hokkaido,Bourbon,Cask Strength,113.29,False,2016,93.7,1,High,Premium
Jack Daniel's 26 Rum Cask,Jack Daniel's,Scotch,26,54.9,Islay,Rum,Blended,205.66,False,1995,93.3,0,High,Exclusive
Ardbeg 21 Rum Cask,Ardbeg,Japanese,21,49.1,Hokkaido,Rum,Blended,437.71,False,1991,91.9,3,High,Luxury
Yamazaki 16 Tequila Cask,Yamazaki,Bourbon,16,43.5,Kentucky,Tequila,Blended,78.89,False,2011,94.4,3,High,Standard
Yamazaki 23 Sherry Cask,Yamazaki,Scotch,23,46.1,Highlands,Sherry,Single Malt,193.41,True,2000,93.5,1,High,Exclusive
Jameson 28 Bourbon Cask,Jameson,Japanese,28,54.8,Honshu,Bourbon,Blended,365.28,False,2019,94.1,1,High,Luxury
Highland Park 4 Sherry Cask,Highland Park,Rye,4,51.8,USA,Sherry,Single Malt,91.06,True,2009,86.2,1,Medium,Premium
Lagavulin 25 Port Cask,Lagavulin,Scotch,25,43.3,Speyside,Port,Single Cask,155.57,False,2005,93.4,0,High,Exclusive
Ardbeg 29 Tequila Cask,Ardbeg,Bourbon,29,54.9,Tennessee,Tequila,Blended,260.86,False,2008,99.3,6,Excellent,Exclusive
Ardbeg 26 Wine Cask,Ardbeg,Bourbon,26,52.0,Tennessee,Wine,Cask Strength,350.37,True,2007,98.2,0,Excellent,Luxury
Jameson 9 Sherry Cask,Jameson,Japanese,9,48.0,Honshu,Sherry,Cask Strength,44.82,False,2015,87.4,0,Medium,Basic
Yamazaki 12 Bourbon Cask,Yamazaki,Japanese,12,54.3,Hokkaido,Bourbon,Blended,347.03,False,2013,89.4,1,Medium,Luxury
Jack Daniel's 5 Tequila Cask,Jack Daniel's,Bourbon,5,48.4,Tennessee,Tequila,Cask Strength,392.96,False,2006,88.7,0,Medium,Luxury
Jameson 12 Port Cask,Jameson,Rye,12,57.1,Canada,Port,Blended,295.88,False,2007,89.6,2,Medium,Luxury
Balvenie 3 Wine Cask,Balvenie,Irish,3,58.6,Cork,Wine,Single Malt,362.06,False,1993,90.5,4,High,Luxury
Jameson 8 Tequila Cask,Jameson,Bourbon,8,45.9,Kentucky,Tequila,Single Malt,187.94,False,2014,91.4,3,High,Exclusive
Ardbeg 6 Port Cask,Ardbeg,Scotch,6,41.7,Islay,Port,Blended,294.36,True,2006,86.1,1,Medium,Luxury
Highland Park 9 Bourbon Cask,Highland Park,Rye,9,54.6,Canada,Bourbon,Single Malt,31.47,False,2014,94.4,4,High,Basic
Yamazaki 29 Sherry Cask,Yamazaki,Scotch,29,43.2,Islay,Sherry,Single Malt,105.96,False,2013,94.2,0,High,Premium
Yamazaki 16 Sherry Cask,Yamazaki,Scotch,16,59.4,Speyside,Sherry,Blended,33.53,False,2010,91.5,3,High,Basic
Jameson 13 Wine Cask,Jameson,Bourbon,13,57.2,Kentucky,Wine,Blended,242.13,True,1999,90.5,2,High,Exclusive
Jack Daniel's 20 Bourbon Cask,Jack Daniel's,Japanese,20,52.2,Honshu,Bourbon,Single Cask,62.84,False,2011,93.1,2,High,Standard
Ardbeg NAS Tequila Cask,Ardbeg,Rye,0,56.2,Canada,Tequila,Single Cask,83.37,False,2018,84.4,1,Low,Standard
Yamazaki 24 Bourbon Cask,Yamazaki,Rye,24,50.4,Canada,Bourbon,Single Malt,384.72,True,1993,93.5,1,High,Luxury
Glenfiddich 17 Wine Cask,Glenfiddich,Irish,17,41.7,Dublin,Wine,Cask Strength,438.58,False,2010,93.0,2,High,Luxury
Balvenie NAS Tequila Cask,Balvenie,Irish,0,49.4,Cork,Tequila,Single Cask,444.57,False,1990,85.8,1,Medium,Luxury
Glenfiddich 10 Sherry Cask,Glenfiddich,Irish,10,55.1,Dublin,Sherry,Cask Strength,413.63,False,1997,89.1,0,Medium,Luxury
Buffalo Trace 26 Bourbon Cask,Buffalo Trace,Rye,26,48.8,USA,Bourbon,Single Malt,343.64,True,2004,98.2,6,Excellent,Luxury
Buffalo Trace 11 Wine Cask,Buffalo Trace,Scotch,11,43.4,Speyside,Wine,Single Cask,55.43,False,2004,92.2,4,High,Standard
Macallan 5 Tequila Cask,Macallan,Japanese,5,44.3,Honshu,Tequila,Cask Strength,197.94,False,2003,88.3,2,Medium,Exclusive
Lagavulin 4 Wine Cask,Lagavulin,Rye,4,44.7,Canada,Wine,Single Malt,93.2,True,2005,85.5,1,Medium,Premium
Highland Park 11 Port Cask,Highland Park,Japanese,11,54.3,Honshu,Port,Blended,347.74,False,2018,87.4,1,Medium,Luxury
Lagavulin 28 Port Cask,Lagavulin,Japanese,28,48.4,Hokkaido,Port,Blended,384.43,False,1994,95.4,2,Excellent,Luxury
Jack Daniel's 26 Wine Cask,Jack Daniel's,Japanese,26,57.6,Hokkaido,Wine,Cask Strength,108.32,False,2000,93.4,0,High,Premium
Lagavulin 27 Port Cask,Lagavulin,Japanese,27,52.8,Honshu,Port,Single Cask,401.64,True,2016,96.5,2,Excellent,Luxury
Lagavulin 3 Wine Cask,Lagavulin,Japanese,3,56.8,Honshu,Wine,Blended,347.63,True,2021,85.4,1,Medium,Luxury
Balvenie 30 Tequila Cask,Balvenie,Japanese,30,59.3,Hokkaido,Tequila,Blended,409.26,False,2020,96.3,3,Excellent,Luxury
Jameson 25 Sherry Cask,Jameson,Bourbon,25,51.6,Tennessee,Sherry,Single Cask,364.25,False,1999,93.0,0,High,Luxury
Balvenie 18 Bourbon Cask,Balvenie,Irish,18,59.6,Cork,Bourbon,Single Cask,353.71,False,2014,88.5,1,Medium,Luxury
Jack Daniel's 25 Wine Cask,Jack Daniel's,Irish,25,44.7,Cork,Wine,Blended,140.58,False,2009,96.2,3,Excellent,Exclusive
Jack Daniel's 23 Sherry Cask,Jack Daniel's,Japanese,23,53.0,Hokkaido,Sherry,Single Cask,194.1,False,2019,96.4,3,Excellent,Exclusive
Yamazaki 24 Tequila Cask,Yamazaki,Scotch,24,42.3,Highlands,Tequila,Single Malt,149.62,False,2010,94.6,1,High,Exclusive
Jack Daniel's 27 Sherry Cask,Jack Daniel's,Japanese,27,53.9,Hokkaido,Sherry,Blended,155.49,False,2017,96.8,3,Excellent,Exclusive
Jameson 15 Wine Cask,Jameson,Japanese,15,44.6,Honshu,Wine,Single Cask,173.4,False,2025,86.7,0,Medium,Exclusive
Highland Park 18 Rum Cask,Highland Park,Bourbon,18,43.3,Tennessee,Rum,Blended,168.02,False,2017,92.9,0,High,Exclusive
Buffalo Trace 11 Wine Cask,Buffalo Trace,Rye,11,57.7,Canada,Wine,Single Malt,383.69,False,2002,87.3,1,Medium,Luxury
Highland Park 28 Rum Cask,Highland Park,Irish,28,49.0,Dublin,Rum,Single Malt,487.18,False,2021,97.5,3,Excellent,Luxury
Ardbeg 50 Tequila Cask,Ardbeg,Japanese,50,41.6,Unknown,Tequila,Blended,378.11,True,1993,102.6,3,Excellent,Luxury
Highland Park 16 Wine Cask,Highland Park,Bourbon,16,48.3,Kentucky,Wine,Blended,46.19,True,1990,91.6,2,High,Basic
Ardbeg 29 Bourbon Cask,Ardbeg,Scotch,29,47.2,Lowlands,Bourbon,Blended,299.7,True,1999,98.3,2,Excellent,Luxury
Glenfiddich 30 Sherry Cask,Glenfiddich,Scotch,30,41.2,Islay,Sherry,Blended,291.8,False,2020,96.6,1,Excellent,Luxury
Macallan 5 Rum Cask,Macallan,Rye,5,43.1,Canada,Rum,Blended,358.31,False,2009,88.4,2,Medium,Luxury
Balvenie 9 Sherry Cask,Balvenie,Japanese,9,43.6,Honshu,Sherry,Cask Strength,435.42,False,2021,94.3,3,High,Luxury
Buffalo Trace 20 Rum Cask,Buffalo Trace,Japanese,20,47.3,Hokkaido,Rum,Cask Strength,51.64,False,2015,89.9,1,Medium,Standard
Yamazaki 15 Port Cask,Yamazaki,Rye,15,58.6,USA,Port,Cask Strength,405.78,True,1991,94.4,3,High,Luxury
Buffalo Trace 17 Tequila Cask,Buffalo Trace,Rye,17,41.4,USA,Tequila,Single Malt,287.96,False,2019,93.1,1,High,Luxury
Yamazaki NAS Rum Cask,Yamazaki,Rye,0,47.5,USA,Rum,Single Cask,43.29,False,2019,83.1,1,Low,Basic
Jameson 25 Wine Cask,Jameson,Bourbon,25,47.6,Tennessee,Wine,Single Malt,242.37,False,1993,94.4,1,High,Exclusive
Jack Daniel's 10 Wine Cask,Jack Daniel's,Scotch,10,42.9,Speyside,Wine,Single Cask,145.63,False,2001,93.6,5,High,Exclusive
Buffalo Trace 23 Bourbon Cask,Buffalo Trace,Rye,23,50.6,Canada,Bourbon,Single Malt,384.98,False,2014,93.5,0,High,Luxury
Jameson 10 Port Cask,Jameson,Rye,10,48.0,USA,Port,Cask Strength,416.6,False,2010,88.7,0,Medium,Luxury
Jack Daniel's 26 Sherry Cask,Jack Daniel's,Japanese,26,43.9,Hokkaido,Sherry,Single Cask,38.2,False,2016,96.8,4,Excellent,Basic
Balvenie 17 Bourbon Cask,Balvenie,Scotch,17,57.5,Highlands,Bourbon,Cask Strength,218.29,False,2013,95.8,3,Excellent,Exclusive
Glenfiddich 20 Sherry Cask,Glenfiddich,Irish,20,51.4,Cork,Sherry,Blended,368.52,True,2022,96.4,3,Excellent,Luxury
Highland Park 10 Sherry Cask,Highland Park,Rye,10,47.9,Canada,Sherry,Single Malt,226.59,False,2020,88.9,1,Medium,Exclusive
Jameson 21 Bourbon Cask,Jameson,Japanese,21,50.4,Honshu,Bourbon,Blended,283.15,False,2004,93.2,0,High,Luxury
Glenfiddich 3 Port Cask,Glenfiddich,Irish,3,54.0,Cork,Port,Single Malt,210.57,True,1995,88.1,2,Medium,Exclusive
Macallan 22 Bourbon Cask,Macallan,Irish,22,46.3,Cork,Bourbon,Cask Strength,504.54,False,2013,95.1,4,Excellent,Luxury
Glenfiddich 11 Wine Cask,Glenfiddich,Rye,11,52.0,Canada,Wine,Single Malt,348.38,False,1991,91.8,2,High,Luxury
Glenfiddich 14 Sherry Cask,Glenfiddich,Irish,14,53.3,Cork,Sherry,Cask Strength,269.42,False,2010,91.4,1,High,Exclusive
Macallan 22 Rum Cask,Macallan,Bourbon,22,40.4,Kentucky,Rum,Cask Strength,254.92,True,2009,93.3,1,High,Exclusive
Glenfiddich 19 Tequila Cask,Glenfiddich,Bourbon,19,59.1,Kentucky,Tequila,Blended,26.44,True,2009,93.0,2,High,Basic
Highland Park 11 Tequila Cask,Highland Park,Scotch,11,48.8,Highlands,Tequila,Cask Strength,89.59,False,2021,90.3,2,High,Premium
Glenfiddich 11 Port Cask,Glenfiddich,Japanese,11,43.8,Honshu,Port,Blended,458.83,False,2007,89.5,0,Medium,Luxury
Balvenie 13 Wine Cask,Balvenie,Bourbon,13,46.3,Kentucky,Wine,Single Malt,244.8,False,2014,96.6,5,Excellent,Exclusive
Ardbeg 6 Port Cask,Ardbeg,Japanese,6,49.3,Hokkaido,Port,Single Malt,467.14,False,2014,88.9,2,Medium,Luxury
Lagavulin 26 Wine Cask,Lagavulin,Irish,26,56.0,Cork,Wine,Single Cask,560.5,False,2013,95.7,2,Excellent,Luxury
Highland Park 25 Tequila Cask,Highland Park,Irish,25,59.1,Dublin,Tequila,Blended,248.17,False,2010,95.2,2,Excellent,Exclusive
Buffalo Trace NAS Wine Cask,Buffalo Trace,Scotch,0,51.7,Highlands,Wine,Single Cask,328.83,False,2012,88.7,1,Medium,Luxury
Yamazaki 11 Bourbon Cask,Yamazaki,Irish,11,41.9,Cork,Bourbon,Single Malt,484.38,False,2017,92.4,3,High,Luxury
Jack Daniel's 26 Sherry Cask,Jack Daniel's,Bourbon,26,41.1,Tennessee,Sherry,Single Cask,218.73,False,1994,93.4,2,High,Exclusive
Buffalo Trace 18 Sherry Cask,Buffalo Trace,Irish,18,51.8,Cork,Sherry,Blended,69.26,False,1993,91.3,1,High,Standard
Jack Daniel's 24 Sherry Cask,Jack Daniel's,Irish,24,47.9,Cork,Sherry,Single Malt,204.85,True,2002,97.8,3,Excellent,Exclusive
Yamazaki 8 Rum Cask,Yamazaki,Bourbon,8,40.1,Tennessee,Rum,Single Cask,118.02,False,2024,87.5,1,Medium,Premium
Jameson 8 Rum Cask,Jameson,Scotch,8,57.2,Islay,Rum,Single Malt,273.97,False,1997,87.3,1,Medium,Exclusive
Lagavulin 11 Sherry Cask,Lagavulin,Bourbon,11,42.8,Kentucky,Sherry,Blended,188.53,False,2010,89.6,1,Medium,Exclusive
Highland Park 22 Bourbon Cask,Highland Park,Rye,22,48.2,Canada,Bourbon,Single Malt,204.79,False,2018,95.2,0,Excellent,Exclusive
Jameson 14 Tequila Cask,Jameson,Irish,14,40.4,Dublin,Tequila,Single Cask,448.09,False,2011,93.5,5,High,Luxury
Jack Daniel's 16 Port Cask,Jack Daniel's,Rye,16,47.8,Canada,Port,Single Malt,192.37,False,2009,92.8,1,High,Exclusive
Jack Daniel's 5 Rum Cask,Jack Daniel's,Irish,5,42.6,Cork,Rum,Blended,89.95,False,1995,90.8,3,High,Premium
Lagavulin 26 Wine Cask,Lagavulin,Bourbon,26,57.6,Tennessee,Wine,Single Malt,288.56,False,2019,98.6,2,Excellent,Luxury
Lagavulin 21 Bourbon Cask,Lagavulin,Rye,21,46.5,USA,Bourbon,Single Cask,296.89,False,1991,91.5,0,High,Luxury
Ardbeg 25 Sherry Cask,Ardbeg,Japanese,25,42.9,Honshu,Sherry,Blended,71.49,False,2011,98.0,5,Excellent,Standard
Yamazaki 21 Port Cask,Yamazaki,Bourbon,21,45.4,Kentucky,Port,Blended,344.78,False,2003,95.1,3,Excellent,Luxury
Yamazaki 15 Rum Cask,Yamazaki,Japanese,15,54.4,Honshu,Rum,Single Malt,317.26,False,2012,92.6,2,High,Luxury
Highland Park 5 Port Cask,Highland Park,Scotch,5,46.6,Highlands,Port,Cask Strength,83.09,True,2025,90.8,2,High,Standard
Jack Daniel's 14 Rum Cask,Jack Daniel's,Japanese,14,49.8,Honshu,Rum,Single Cask,41.54,False,2025,93.9,4,High,Basic
Jack Daniel's 17 Tequila Cask,Jack Daniel's,Scotch,17,40.3,Speyside,Tequila,Single Malt,331.2,True,2020,94.8,3,High,Luxury
Ardbeg 6 Port Cask,Ardbeg,Rye,6,42.5,USA,Port,Blended,399.31,True,2017,87.6,1,Medium,Luxury
Macallan NAS Tequila Cask,Macallan,Scotch,0,50.2,Highlands,Tequila,Blended,35.4,True,2011,86.3,2,Medium,Basic
Highland Park 12 Sherry Cask,Highland Park,Irish,12,40.9,Cork,Sherry,Blended,47.47,False,1995,89.2,0,Medium,Basic
Jack Daniel's NAS Port Cask,Jack Daniel's,Irish,0,48.0,Cork,Port,Single Cask,55.07,False,2014,87.5,1,Medium,Standard
Highland Park 12 Wine Cask,Highland Park,Rye,12,51.0,USA,Wine,Single Cask,59.0,True,2010,87.9,0,Medium,Standard
Yamazaki 12 Wine Cask,Yamazaki,Bourbon,12,57.1,Tennessee,Wine,Blended,104.52,False,2006,89.9,1,Medium,Premium
Jack Daniel's 10 Sherry Cask,Jack Daniel's,Japanese,10,50.4,Hokkaido,Sherry,Single Malt,364.07,False,1998,92.6,1,High,Luxury
Glenfiddich 19 Port Cask,Glenfiddich,Japanese,19,42.2,Honshu,Port,Single Malt,421.22,False,2001,95.8,3,Excellent,Luxury
Jack Daniel's 20 Sherry Cask,Jack Daniel's,Japanese,20,50.4,Honshu,Sherry,Cask Strength,133.67,False,1998,93.1,2,High,Exclusive
Yamazaki 11 Tequila Cask,Yamazaki,Scotch,11,55.3,Islay,Tequila,Cask Strength,397.03,False,2001,87.7,0,Medium,Luxury
Buffalo Trace 26 Tequila Cask,Buffalo Trace,Rye,26,53.6,Canada,Tequila,Single Cask,46.83,False,2011,91.6,1,High,Basic
Yamazaki 4 Sherry Cask,Yamazaki,Japanese,4,59.3,Hokkaido,Sherry,Single Malt,404.91,False,2012,87.2,1,Medium,Luxury
Yamazaki 18 Port Cask,Yamazaki,Bourbon,18,44.3,Kentucky,Port,Single Malt,157.83,False,2017,90.8,2,High,Exclusive
Jameson NAS Rum Cask,Jameson,Scotch,0,51.6,Highlands,Rum,Cask Strength,28.9,False,2010,87.8,1,Medium,Basic
Jameson 16 Tequila Cask,Jameson,Scotch,16,45.8,Speyside,Tequila,Single Cask,250.5,False,2022,96.4,3,Excellent,Exclusive
Buffalo Trace 28 Wine Cask,Buffalo Trace,Scotch,28,57.4,Lowlands,Wine,Single Cask,139.73,False,2005,98.7,3,Excellent,Exclusive
Jameson 19 Bourbon Cask,Jameson,Japanese,19,58.0,Hokkaido,Bourbon,Blended,329.62,False,1995,90.9,0,High,Luxury
Yamazaki 15 Port Cask,Yamazaki,Bourbon,15,45.5,Tennessee,Port,Cask Strength,40.11,False,1996,92.4,1,High,Basic
Balvenie 27 Sherry Cask,Balvenie,Rye,27,42.9,Canada,Sherry,Single Malt,476.55,False,2014,95.7,1,Excellent,Luxury
Macallan 25 Sherry Cask,Macallan,Irish,25,53.6,Dublin,Sherry,Single Cask,343.86,False,1997,94.7,0,High,Luxury
Yamazaki 15 Tequila Cask,Yamazaki,Irish,15,41.3,Dublin,Tequila,Single Cask,215.3,False,2015,91.4,2,High,Exclusive
Balvenie 3 Port Cask,Balvenie,Rye,3,58.4,USA,Port,Cask Strength,448.03,False,2014,87.9,2,Medium,Luxury
Buffalo Trace 11 Tequila Cask,Buffalo Trace,Rye,11,40.5,Canada,Tequila,Cask Strength,315.88,False,2025,89.0,1,Medium,Luxury
Macallan 3 Tequila Cask,Macallan,Irish,3,59.8,Dublin,Tequila,Single Malt,91.34,False,1998,86.2,0,Medium,Premium
Highland Park 24 Port Cask,Highland Park,Irish,24,48.8,Dublin,Port,Single Malt,100.28,False,1991,96.1,0,Excellent,Premium
Ardbeg 21 Sherry Cask,Ardbeg,Bourbon,21,52.3,Kentucky,Sherry,Single Cask,449.15,False,2009,95.2,0,Excellent,Luxury
Buffalo Trace 16 Rum Cask,Buffalo Trace,Bourbon,16,51.7,Kentucky,Rum,Single Cask,87.75,True,2002,96.5,4,Excellent,Standard
Jack Daniel's 21 Bourbon Cask,Jack Daniel's,Rye,21,48.1,Canada,Bourbon,Single Malt,356.5,False,1996,96.4,4,Excellent,Luxury
Balvenie 29 Rum Cask,Balvenie,Scotch,29,48.8,Islay,Rum,Blended,309.48,False,1993,94.7,2,High,Luxury
Lagavulin 22 Port Cask,Lagavulin,Rye,22,58.7,USA,Port,Single Cask,204.79,False,1994,99.1,6,Excellent,Exclusive
Buffalo Trace 14 Bourbon Cask,Buffalo Trace,Japanese,14,46.4,Hokkaido,Bourbon,Single Malt,304.74,False,2024,93.9,4,High,Luxury
Buffalo Trace 30 Wine Cask,Buffalo Trace,Bourbon,30,51.0,Kentucky,Wine,Blended,79.73,False,2011,98.7,3,Excellent,Standard
Yamazaki 19 Port Cask,Yamazaki,Scotch,19,41.1,Lowlands,Port,Blended,196.71,False,2003,96.1,3,Excellent,Exclusive
Highland Park 7 Wine Cask,Highland Park,Rye,7,47.3,Canada,Wine,Blended,297.9,False,2001,89.7,1,Medium,Luxury
Buffalo Trace 11 Port Cask,Buffalo Trace,Japanese,11,49.4,Hokkaido,Port,Single Malt,306.4,True,2021,90.3,1,High,Luxury
Jack Daniel's NAS Wine Cask,Jack Daniel's,Rye,0,43.9,Canada,Wine,Blended,468.95,True,1996,90.7,0,High,Luxury
Macallan NAS Wine Cask,Macallan,Rye,0,50.8,USA,Wine,Single Cask,42.05,False,2006,87.4,3,Medium,Basic
Jameson 14 Bourbon Cask,Jameson,Scotch,14,54.8,Lowlands,Bourbon,Single Malt,245.16,False,2002,88.8,1,Medium,Exclusive
Jameson 12 Bourbon Cask,Jameson,Japanese,12,55.9,Honshu,Bourbon,Single Cask,122.33,False,2016,92.8,2,High,Premium
Macallan 22 Rum Cask,Macallan,Bourbon,22,47.9,Tennessee,Rum,Single Cask,105.26,False,2025,92.8,1,High,Premium
Glenfiddich 4 Wine Cask,Glenfiddich,Scotch,4,55.3,Speyside,Wine,Single Cask,400.36,False,2023,87.5,0,Medium,Luxury
Lagavulin 24 Wine Cask,Lagavulin,Bourbon,24,50.0,Tennessee,Wine,Blended,412.35,True,2013,96.0,3,Excellent,Luxury
Lagavulin 6 Rum Cask,Lagavulin,Bourbon,6,54.8,Tennessee,Rum,Cask Strength,165.73,False,2016,87.5,0,Medium,Exclusive
Buffalo Trace 9 Port Cask,Buffalo Trace,Irish,9,40.3,Cork,Port,Single Malt,296.79,False,2001,88.0,0,Medium,Luxury
Yamazaki 3 Port Cask,Yamazaki,Bourbon,3,48.9,Kentucky,Port,Single Malt,409.94,False,2004,88.4,4,Medium,Luxury
Ardbeg 25 Rum Cask,Ardbeg,Scotch,25,48.8,Lowlands,Rum,Cask Strength,302.62,False,1998,94.4,1,High,Luxury
Balvenie 10 Bourbon Cask,Balvenie,Irish,10,40.5,Cork,Bourbon,Blended,139.59,False,2025,89.3,2,Medium,Exclusive
Jack Daniel's 24 Rum Cask,Jack Daniel's,Bourbon,24,53.6,Tennessee,Rum,Cask Strength,159.61,False,2008,93.8,1,High,Exclusive
Highland Park 30 Wine Cask,Highland Park,Irish,30,46.8,Dublin,Wine,Blended,462.83,False,1994,96.7,2,Excellent,Luxury
Glenfiddich 17 Rum Cask,Glenfiddich,Scotch,17,46.9,Islay,Rum,Single Cask,54.35,False,2001,93.7,2,High,Standard
Jack Daniel's 28 Tequila Cask,Jack Daniel's,Scotch,28,50.4,Lowlands,Tequila,Blended,406.66,False,2011,97.6,3,Excellent,Luxury
Ardbeg 13 Tequila Cask,Ardbeg,Irish,13,57.2,Cork,Tequila,Blended,480.73,False,2008,86.3,0,Medium,Luxury
Ardbeg NAS Rum Cask,Ardbeg,Japanese,0,53.3,Hokkaido,Rum,Blended,434.75,False,1990,83.5,1,Low,Luxury
Macallan 26 Port Cask,Macallan,Scotch,26,40.2,Highlands,Port,Cask Strength,362.3,False,2016,95.5,1,Excellent,Luxury
Glenfiddich 8 Wine Cask,Glenfiddich,Irish,8,50.7,Cork,Wine,Cask Strength,272.53,False,2003,89.7,3,Medium,Exclusive
Yamazaki 21 Tequila Cask,Yamazaki,Rye,21,59.9,Canada,Tequila,Blended,118.92,False,1990,89.6,0,Medium,Premium
Ardbeg 12 Bourbon Cask,Ardbeg,Bourbon,12,54.0,Tennessee,Bourbon,Single Cask,226.73,False,2002,92.2,2,High,Exclusive
Macallan 30 Sherry Cask,Macallan,Rye,30,49.2,Canada,Sherry,Blended,333.38,True,2025,95.5,1,Excellent,Luxury
Jack Daniel's 22 Port Cask,Jack Daniel's,Bourbon,22,47.0,Kentucky,Port,Blended,472.06,True,2003,93.1,1,High,Luxury
Highland Park 26 Rum Cask,Highland Park,Bourbon,26,43.2,Kentucky,Rum,Single Malt,221.52,False,2008,95.9,2,Excellent,Exclusive
Jack Daniel's 15 Tequila Cask,Jack Daniel's,Irish,15,50.6,Cork,Tequila,Cask Strength,28.85,False,2012,89.6,1,Medium,Basic
Balvenie 19 Port Cask,Balvenie,Scotch,19,40.2,Lowlands,Port,Single Cask,179.76,False,1998,92.4,2,High,Exclusive
Highland Park 6 Rum Cask,Highland Park,Rye,6,40.9,USA,Rum,Cask Strength,418.24,False,2001,89.3,2,Medium,Luxury
Ardbeg 19 Sherry Cask,Ardbeg,Japanese,19,48.2,Honshu,Sherry,Blended,335.17,False,1994,92.2,1,High,Luxury
Macallan 27 Bourbon Cask,Macallan,Bourbon,27,49.8,Tennessee,Bourbon,Single Malt,251.59,False,2002,94.9,1,High,Exclusive
Buffalo Trace 3 Port Cask,Buffalo Trace,Japanese,3,42.6,Hokkaido,Port,Single Malt,213.36,False,2025,86.4,0,Medium,Exclusive
Macallan 13 Wine Cask,Macallan,Rye,13,49.3,USA,Wine,Single Cask,497.18,True,2017,89.8,1,Medium,Luxury
Jack Daniel's 16 Tequila Cask,Jack Daniel's,Japanese,16,41.8,Hokkaido,Tequila,Single Malt,228.77,False,1992,89.4,1,Medium,Exclusive
Jameson 18 Rum Cask,Jameson,Scotch,18,40.9,Lowlands,Rum,Blended,201.01,False,1999,93.8,1,High,Exclusive
Yamazaki 10 Port Cask,Yamazaki,Irish,10,50.7,Cork,Port,Single Cask,416.26,False,2020,86.9,1,Medium,Luxury
Highland Park 29 Sherry Cask,Highland Park,Irish,29,48.6,Dublin,Sherry,Blended,560.85,False,1991,97.9,2,Excellent,Luxury
Balvenie 20 Bourbon Cask,Balvenie,Bourbon,20,45.0,Kentucky,Bourbon,Blended,346.31,False,1992,90.3,0,High,Luxury
Glenfiddich 7 Wine Cask,Glenfiddich,Irish,7,57.7,Cork,Wine,Single Cask,526.06,True,2014,88.8,2,Medium,Luxury
Glenfiddich 3 Rum Cask,Glenfiddich,Bourbon,3,46.0,Tennessee,Rum,Cask Strength,211.22,False,2012,86.8,0,Medium,Exclusive
Lagavulin 28 Wine Cask,Lagavulin,Japanese,28,56.5,Hokkaido,Wine,Single Malt,306.85,False,2025,95.2,2,Excellent,Luxury
Jack Daniel's 14 Tequila Cask,Jack Daniel's,Bourbon,14,40.7,Kentucky,Tequila,Blended,177.49,True,2010,91.3,1,High,Exclusive
Ardbeg 21 Sherry Cask,Ardbeg,Irish,21,46.1,Dublin,Sherry,Single Malt,428.11,False,2014,92.5,1,High,Luxury
Glenfiddich 8 Port Cask,Glenfiddich,Japanese,8,41.9,Hokkaido,Port,Single Cask,316.09,True,2025,90.7,1,High,Luxury
Macallan 5 Tequila Cask,Macallan,Scotch,5,53.5,Islay,Tequila,Single Malt,159.23,False,2017,88.5,0,Medium,Exclusive
Glenfiddich 30 Tequila Cask,Glenfiddich,Scotch,30,46.0,Islay,Tequila,Cask Strength,172.74,False,2012,97.2,1,Excellent,Exclusive
Buffalo Trace 21 Sherry Cask,Buffalo Trace,Japanese,21,57.7,Honshu,Sherry,Single Malt,209.5,False,2007,93.3,2,High,Exclusive
Buffalo Trace 16 Port Cask,Buffalo Trace,Rye,16,56.7,Canada,Port,Blended,440.69,False,2013,91.1,0,High,Luxury
Yamazaki 13 Wine Cask,Yamazaki,Scotch,13,53.5,Lowlands,Wine,Blended,149.53,False,2024,89.3,0,Medium,Exclusive
Macallan 7 Bourbon Cask,Macallan,Scotch,7,50.9,Highlands,Bourbon,Cask Strength,58.92,False,1994,89.9,2,Medium,Standard
Yamazaki 26 Bourbon Cask,Yamazaki,Japanese,26,55.8,Hokkaido,Bourbon,Single Malt,290.81,False,2025,96.1,1,Excellent,Luxury
Macallan 10 Port Cask,Macallan,Irish,10,57.6,Dublin,Port,Single Cask,158.29,False,1998,91.4,2,High,Exclusive
Macallan 9 Port Cask,Macallan,Scotch,9,57.3,Islay,Port,Single Malt,145.95,False,1996,89.2,1,Medium,Exclusive
Buffalo Trace 20 Wine Cask,Buffalo Trace,Rye,20,56.8,Canada,Wine,Single Cask,434.94,True,2015,96.1,2,Excellent,Luxury
Highland Park 18 Wine Cask,Highland Park,Bourbon,18,58.0,Kentucky,Wine,Blended,79.42,False,2002,94.2,2,High,Standard
Lagavulin 11 Wine Cask,Lagavulin,Irish,11,57.2,Cork,Wine,Cask Strength,408.52,True,1992,93.1,3,High,Luxury
Buffalo Trace 26 Sherry Cask,Buffalo Trace,Scotch,26,44.7,Islay,Sherry,Blended,105.89,False,2022,96.6,2,Excellent,Premium
Buffalo Trace 14 Tequila Cask,Buffalo Trace,Scotch,14,52.4,Highlands,Tequila,Cask Strength,61.63,False,1997,88.6,1,Medium,Standard
Lagavulin 4 Bourbon Cask,Lagavulin,Bourbon,4,45.9,Kentucky,Bourbon,Single Malt,47.47,False,2011,89.2,2,Medium,Basic
